"ID"	"Std_Eff"	"coefficient"	"std_error"	"zvalue"	"pvalue"	"CI_low"	"CI_high"
"table28"	"intercept"	-0.504485806318207	0.175775285790779	-2.87006107854482	0.00410392517723258	-0.84899903584037	-0.159972576796045
"table28"	"slope_bias"	0.862072896870452	0.925789464821419	0.93117596346459	0.351762549323199	-0.952441111446141	2.67658690518705
"table29"	NA	NA	NA	NA	NA	NA	NA
"table3"	"intercept"	0.21369303549627	1.54196889741112	0.138584530372207	0.88977846831418	-2.80851046871046	3.23589653970299
"table3"	"slope_bias"	-2.54586794595412	2.82298740771078	-0.901834680169053	0.367144694225509	-8.07882159387735	2.98708570196911
"table30"	NA	NA	NA	NA	NA	NA	NA
"table31"	"intercept"	-2.77308001455861	2.56780899019257	-1.07994014552875	0.280168834653901	-7.80589315451421	2.25973312539699
"table31"	"slope_bias"	3.73142670360904	5.01017444715116	0.744769816494268	0.456410884667636	-6.08833476907011	13.5511881762882
"table32"	NA	NA	NA	NA	NA	NA	NA
"table33"	"intercept"	-0.763648410974603	0.473155080898219	-1.61394951001038	0.106538378335042	-1.69101532863725	0.163718506688042
"table33"	"slope_bias"	-0.156859728254719	1.14794188492824	-0.136644311279333	0.891311949644946	-2.4067844790591	2.09306502254966
"table34"	NA	NA	NA	NA	NA	NA	NA
"table35"	"intercept"	0.610592759961192	0.273999952359012	2.22844111724938	0.0258511137874937	0.0735627215718387	1.14762279835055
"table35"	"slope_bias"	-4.23622544342292	1.09457207002098	-3.87021152781809	0.000108740960811095	-6.38154727914751	-2.09090360769834
"table36"	"intercept"	-0.472916485083567	0.96248156779427	-0.491351212228776	0.623178064383309	-2.35934569374398	1.41351272357685
"table36"	"slope_bias"	0.421294154475234	2.40832127095267	0.174932705015964	0.861132511603902	-4.29892879979372	5.14151710874419
"table37"	"intercept"	-0.0473925497177951	1.88027178977872	-0.0252051591559391	0.97989132185347	-3.73265753883075	3.63787243939516
"table37"	"slope_bias"	-1.3518129463002	4.41619090587438	-0.306103829094443	0.759525592582093	-10.0073880706673	7.3037621780669
"table38"	"intercept"	0.179165897655856	1.41892370983011	0.126268872959567	0.899519094794648	-2.60187347042113	2.96020526573284
"table38"	"slope_bias"	-1.33808935083292	3.26696183315581	-0.40958218037716	0.682112470941362	-7.74121688268526	5.06503818101942
"table39"	NA	NA	NA	NA	NA	NA	NA
"table4"	NA	NA	NA	NA	NA	NA	NA
"table40"	"intercept"	1.16265592660565	0.299292933490391	3.88467550184568	0.000102466653042741	0.576052556137143	1.74925929707416
"table40"	"slope_bias"	-7.92256525026472	1.74168215370965	-4.54880084370747	5.39524719461036e-06	-11.3361995440518	-4.50893095647764
"table41"	NA	NA	NA	NA	NA	NA	NA
"table42"	"intercept"	1.24524279125135	0.407893557957686	3.05286211796592	0.00226670062408998	0.445786108128389	2.04469947437432
"table42"	"slope_bias"	-8.6392692523781	2.13903586714336	-4.03886133237946	5.37113047245443e-05	-12.8317025136185	-4.44683599113771
"table43"	"intercept"	-0.393983642712786	0.958386772322598	-0.411090442909586	0.681006217562408	-2.27238719972467	1.48441991429909
"table43"	"slope_bias"	-0.372891758640397	2.60356170305903	-0.14322370704803	0.88611350731809	-5.47577892816387	4.72999541088307
"table44"	"intercept"	-0.105125322833894	1.82497318947862	-0.0576037628607179	0.954064252322844	-3.68200704696318	3.47175640129539
"table44"	"slope_bias"	-1.25728512586156	4.29691387966285	-0.292601890815695	0.769826468334133	-9.67908157467102	7.16451132294791
"table45"	"intercept"	0.150695852845581	1.3533649283116	0.111349015844221	0.911339588013589	-2.50185066458479	2.80324237027596
"table45"	"slope_bias"	-2.02475247672951	3.28042042062252	-0.617223470504209	0.537087336827476	-8.45425835529939	4.40475340184037
"table46"	NA	NA	NA	NA	NA	NA	NA
"table47"	NA	NA	NA	NA	NA	NA	NA
"table48"	NA	NA	NA	NA	NA	NA	NA
"table49"	NA	NA	NA	NA	NA	NA	NA
"table5"	"intercept"	0.0395729897020544	0.596678043900516	0.0663221817973453	0.947121323581718	-1.12989448670877	1.20904046611288
"table5"	"slope_bias"	-1.27268711132257	1.64052987461054	-0.775778076961078	0.43788003042338	-4.48806658112124	1.94269235847611
"table50"	NA	NA	NA	NA	NA	NA	NA
"table51"	NA	NA	NA	NA	NA	NA	NA
"table52"	NA	NA	NA	NA	NA	NA	NA
"table53"	NA	NA	NA	NA	NA	NA	NA
"table54"	NA	NA	NA	NA	NA	NA	NA
"table55"	NA	NA	NA	NA	NA	NA	NA
"table56"	"intercept"	0.440595630953919	0.184758521155299	2.38471074675671	0.0170925547469621	0.0784755836526514	0.802715678255187
"table56"	"slope_bias"	-3.52183651388669	1.1749460232485	-2.99744536702162	0.00272252652151121	-5.82468840323231	-1.21898462454107
"table57"	"intercept"	0.940914489933555	0.238234684272957	3.94952772223335	7.83055418578211e-05	0.473983088890288	1.40784589097682
"table57"	"slope_bias"	-7.2749356250027	1.43095350496366	-5.08397764131927	3.69611467121061e-07	-10.0795529582828	-4.47031829172257
"table58"	"intercept"	2.20261591984158	0.603927243044434	3.64715442995758	0.00026516057174353	1.01894027419192	3.38629156549123
"table58"	"slope_bias"	-4.74588280404604	1.41549441806565	-3.35280926824955	0.000799958127624237	-7.5202008837722	-1.97156472431987
"table59"	"intercept"	0.0926023709799709	1.2823662223912	0.0722121102092797	0.942433107782444	-2.42078923989746	2.6059939818574
"table59"	"slope_bias"	-1.9259915362139	2.32186399718785	-0.8295023044186	0.40682023336138	-6.47676134770229	2.62477827527449
"table6"	"intercept"	-1.72594816603821	0.929771996235231	-1.85631334674178	0.0634089077916049	-3.54826779249317	0.0963714604167578
"table6"	"slope_bias"	3.20071329346706	2.31688120672805	1.38147492593596	0.167132982201286	-1.34029042817762	7.74171701511173
"table60"	"intercept"	0.100171405014517	0.179899660667368	0.556818198783226	0.577651648502306	-0.252425450724501	0.452768260753535
"table60"	"slope_bias"	-1.96981193916481	0.88248857110631	-2.23211042460913	0.0256076656182534	-3.69945775530139	-0.240166123028227
"table61"	NA	NA	NA	NA	NA	NA	NA
"table62"	NA	NA	NA	NA	NA	NA	NA
"table63"	NA	NA	NA	NA	NA	NA	NA
"table64"	NA	NA	NA	NA	NA	NA	NA
"table65"	NA	NA	NA	NA	NA	NA	NA
"table66"	NA	NA	NA	NA	NA	NA	NA
"table67"	NA	NA	NA	NA	NA	NA	NA
"table68"	NA	NA	NA	NA	NA	NA	NA
"table69"	"intercept"	0.757990865638987	0.964344728975144	0.786016496864705	0.431857822491717	-1.13209007183334	2.64807180311131
"table69"	"slope_bias"	-2.89973675926074	2.317262239667	-1.25136322925516	0.210801986386052	-7.44148729174269	1.64201377322122
"table7"	"intercept"	1.43393856067326	0.957397574017762	1.49774618151128	0.134199208324058	-0.44252620328757	3.3104033246341
"table7"	"slope_bias"	-3.80058769266331	2.03527840054118	-1.86735519408683	0.0618520024268325	-7.78966005623631	0.18848467090969
"table70"	"intercept"	0.341544049869539	0.857577878476819	0.398265928309823	0.690434172846636	-1.33927770588329	2.02236580562237
"table70"	"slope_bias"	-2.15584363730917	2.01961016345412	-1.06745533188546	0.28576627392416	-6.1142068204903	1.80251954587195
"table71"	NA	NA	NA	NA	NA	NA	NA
"table72"	NA	NA	NA	NA	NA	NA	NA
"table73"	NA	NA	NA	NA	NA	NA	NA
"table74"	NA	NA	NA	NA	NA	NA	NA
"table75"	NA	NA	NA	NA	NA	NA	NA
"table76"	"intercept"	-0.645224175532941	0.586228316763087	-1.10063631708479	0.271054972793465	-1.79421056310613	0.503762212040247
"table76"	"slope_bias"	1.21753067392856	2.99743683898715	0.406190601947755	0.684602558864088	-4.65733757641983	7.09239892427695
"table77"	"intercept"	1.65495170027328	0.737842226957515	2.24296148933825	0.024899297988404	0.208807509163718	3.10109589138283
"table77"	"slope_bias"	-5.2604796608202	1.63498161679647	-3.21745492840918	0.00129333345882411	-8.46498474512634	-2.05597457651406
"table78"	NA	NA	NA	NA	NA	NA	NA
"table8"	"intercept"	-0.92674950496348	8.48607775423236	-0.109208226910397	0.913037335209422	-17.5591562732654	15.7056572633385
"table8"	"slope_bias"	0.398759352200269	15.5684781533363	0.0256132518716877	0.979565816073196	-30.1148971224374	30.912415826838
"table9"	NA	NA	NA	NA	NA	NA	NA
